State,Year,Quarter,Transaction_Count,Transaction_Amount,User_Count,Avg_Transaction_Value,Transactions_Per_User
Haryana,2019,2,22741816,42501539813.21622,5178030.0,1868.871853207159,4.391982278974822
Haryana,2019,3,30343531,52489119199.44203,5783752.0,1729.8289773672693,5.246340264935288
Haryana,2019,4,37825985,69359719869.10129,6366679.0,1833.6527090861293,5.941242679268108
Haryana,2020,1,44036087,81976214558.24406,7018770.0,1861.5690026737404,6.274046164783858
Haryana,2020,2,41781050,80711264923.94069,7682878.0,1931.767270663152,5.438202975499546
Haryana,2020,3,57938179,109567950445.73079,8398816.0,1891.118297758906,6.89837460422993
Haryana,2020,4,83171439,159998504366.54178,9129873.0,1923.7193234872584,9.10981335665896
Haryana,2021,1,90252784,168938301082.42834,9827905.0,1871.8347910733517,9.183318723573334
Haryana,2021,2,105680856,200357354238.68405,10530594.0,1895.8717957269769,10.03560255005558
Haryana,2021,3,140459693,240827092259.20917,11325336.0,1714.5637094565568,12.402253937543222
Haryana,2021,4,169686975,309240599300.46063,12116439.0,1822.4180099884545,14.00469023943421
Haryana,2022,1,191988609,341304042652.7771,12866988.0,1777.730691578567,14.921021842874183
Haryana,2022,2,234699962,395234035249.50635,,1683.997014236868,
Haryana,2022,3,269361810,428054494578.0264,,1589.143221817623,
Haryana,2022,4,296648365,490490659880.1036,,1653.4413054327927,
Haryana,2023,1,381318464,591150623736.0,,1550.2806172428095,
Haryana,2023,2,457536190,661742128636.0,,1446.3164730991007,
Haryana,2023,3,501519478,677491980740.0,,1350.8787005476984,
Haryana,2023,4,554748233,782270484600.0,,1410.1360546379603,
Haryana,2024,1,604293500,806788219232.0,,1335.093326722859,
Haryana,2024,2,738553925,905444595600.0,,1225.969512788115,
Haryana,2024,3,794940220,923206681798.0,,1161.353594359586,
Haryana,2024,4,841394290,1031959359354.0,,1226.487238645273,
Himachal Pradesh,2018,1,481918,628737806.3723378,227373.0,1304.6572370659278,2.1195040748021974
Himachal Pradesh,2018,2,687695,1183169301.3511195,315299.0,1720.485536976595,2.181088427175475
Himachal Pradesh,2018,3,886754,1754041432.8580287,407634.0,1978.0473872776763,2.17536809981503
Himachal Pradesh,2018,4,1307883,2621298968.139249,526343.0,2004.2304763799582,2.484849233294639
Himachal Pradesh,2019,1,2168718,3381481442.991052,653205.0,1559.2075332021277,3.3201184926630996
Himachal Pradesh,2019,2,2502306,4875883973.6105995,772603.0,1948.556241167387,3.23879922806409
Himachal Pradesh,2019,3,2735180,5572018781.123335,876184.0,2037.167126523057,3.121695899491431
Himachal Pradesh,2019,4,3516646,7271163537.248182,985945.0,2067.641592940598,3.5667770514582458
Himachal Pradesh,2020,1,4144480,7419466751.122686,1106025.0,1790.2045011974208,3.7471847381388304
Himachal Pradesh,2020,2,4695730,8036904762.543936,1249867.0,1711.534684179869,3.7569837430702626
Himachal Pradesh,2020,3,5489876,10516054014.086983,1378634.0,1915.535799731539,3.9821127289766536
Himachal Pradesh,2020,4,7272328,13989053108.812904,1508766.0,1923.6004081241804,4.820050292755802
Himachal Pradesh,2021,1,7614029,14120546909.487528,1622951.0,1854.5433579892497,4.691471892866759
Himachal Pradesh,2021,2,9483902,16495634539.809229,1743151.0,1739.329923464965,5.440665782826617
Himachal Pradesh,2021,3,12064167,21310262071.128036,1880626.0,1766.409738121831,6.41497405651097
Himachal Pradesh,2021,4,14666864,26136220500.62582,2013747.0,1781.9910582538857,7.283369757968603
Himachal Pradesh,2022,1,16088180,26518447439.932808,2143483.0,1648.3186687327473,7.505625190402723
Himachal Pradesh,2022,2,21291371,33709107958.242294,,1583.228621503157,
Himachal Pradesh,2022,3,25164868,37380782688.540405,,1485.435277806361,
Himachal Pradesh,2022,4,28555136,41779343232.37368,,1463.111337742313,
Himachal Pradesh,2023,1,27301726,37740947734.0,,1382.3649000799437,
Himachal Pradesh,2023,2,35061595,46875063718.0,,1336.9347206822736,
Himachal Pradesh,2023,3,33337054,41854571637.0,,1255.4970105336843,
Himachal Pradesh,2023,4,38651839,48280246564.0,,1249.1060661822585,
Himachal Pradesh,2024,1,39520561,47884231339.0,,1211.6283303518894,
Himachal Pradesh,2024,2,52583801,59849740702.0,,1138.1782899642421,
Himachal Pradesh,2024,3,49737549,56615941598.0,,1138.2937586651083,
Himachal Pradesh,2024,4,53798398,63736996234.0,,1184.737810111,
Jammu & Kashmir,2018,1,941568,1005371239.256127,176425.0,1067.7627524046345,5.336930707099334
Jammu & Kashmir,2018,2,1796326,2651206236.5028744,261609.0,1475.9048393793078,6.866453371252518
Jammu & Kashmir,2018,3,2303961,3934700999.4576697,342529.0,1707.7984390611082,6.726323902501686
Jammu & Kashmir,2018,4,2721310,5664720265.697519,436563.0,2081.6152021260054,6.233487492068728
Jammu & Kashmir,2019,1,3584987,5951835476.521016,530669.0,1660.2111741328536,6.755599064576978
Jammu & Kashmir,2019,2,2296355,6100142201.563506,631193.0,2656.4456286434397,3.6381186103141196
Jammu & Kashmir,2019,3,1116526,3744230491.7824683,658455.0,3353.464667891718,1.6956754827588825
Jammu & Kashmir,2019,4,489928,1929695997.822597,673367.0,3938.7338503261644,0.7275794626110279
Jammu & Kashmir,2020,1,921630,2937643176.5340166,735408.0,3187.4430916246397,1.2532227008680896
Jammu & Kashmir,2020,2,2635006,8265648939.258549,845294.0,3136.8615248916126,3.117265708735659
Jammu & Kashmir,2020,3,3465898,11977229760.872473,949819.0,3455.736366411381,3.649008916435658
Jammu & Kashmir,2020,4,5754444,15380905803.378202,1079022.0,2672.8743564761776,5.333018233177822
Jammu & Kashmir,2021,1,6997570,17138349893.15173,1174818.0,2449.185916418375,5.95630131645923
Jammu & Kashmir,2021,2,10027819,22813755428.59164,1261267.0,2275.0465907483613,7.950591746236126
Jammu & Kashmir,2021,3,13151041,31598443648.032124,1359860.0,2402.7332625631784,9.670878619857927
Jammu & Kashmir,2021,4,16790628,38926237425.77167,1456810.0,2318.3312396517667,11.525612811554012
Jammu & Kashmir,2022,1,16245311,33147863626.15907,1549320.0,2040.4573126460348,10.485445873028167
Jammu & Kashmir,2022,2,23813747,46254290836.6356,,1942.3356952870793,
Jammu & Kashmir,2022,3,22534394,40963554502.24823,,1817.8236566844544,
Jammu & Kashmir,2022,4,27316158,44315295915.49385,,1622.3107186411007,
Jammu & Kashmir,2023,1,38927244,55921747581.0,,1436.5709419603402,
Jammu & Kashmir,2023,2,54588299,76530005380.0,,1401.9488934799012,
Jammu & Kashmir,2023,3,63903579,86016148426.0,,1346.0302188395426,
Jammu & Kashmir,2023,4,69167132,93070141760.0,,1345.5833582922016,
Jammu & Kashmir,2024,1,75116355,93960928941.0,,1250.8717833952405,
Jammu & Kashmir,2024,2,108179014,129061756911.0,,1193.0387617602062,
Jammu & Kashmir,2024,3,119555288,144470345977.0,,1208.3977914636448,
Jammu & Kashmir,2024,4,126261217,160950980732.0,,1274.745995296402,
Jharkhand,2018,1,2178921,2374186389.9193864,885762.0,1089.6156354082532,2.4599395774485697
Jharkhand,2018,2,3152080,4721575659.062854,1230599.0,1497.9238023980527,2.5614192763036536
Jharkhand,2018,3,8122621,8661571417.704618,1532362.0,1066.3517869053128,5.300719412253763
Jharkhand,2018,4,6284043,10241916641.122362,1913949.0,1629.8291786231193,3.283286545252773
Jharkhand,2019,1,9387708,13627236449.278107,2279329.0,1451.6042093850924,4.118627894437354
Jharkhand,2019,2,10128211,18622701305.54632,2604854.0,1838.6960249491565,3.8882067862536633
Jharkhand,2019,3,14220647,21465973993.359142,2915511.0,1509.4934846044025,4.877583037759075
Jharkhand,2019,4,18248618,28147748376.677116,3281371.0,1542.4591811104335,5.561278502187043
Jharkhand,2020,1,18282713,33611232153.268803,3651393.0,1838.4160027709675,5.007051555392695
Jharkhand,2020,2,20141511,37486201975.9236,4061035.0,1861.1414990624883,4.959698943742174
Jharkhand,2020,3,27068473,50622615820.01364,4480027.0,1870.1688794936324,6.042033452030535
Jharkhand,2020,4,39431633,72805174830.04355,4917938.0,1846.3646897414455,8.017919908709707
Jharkhand,2021,1,44621663,83749353123.13959,5313049.0,1876.8765548504903,8.398503947544997
Jharkhand,2021,2,54002145,104432643311.45796,5701503.0,1933.8610218438168,9.471563024697172
Jharkhand,2021,3,70795702,121891015118.85306,6151843.0,1721.7290269803816,11.5080475883406
Jharkhand,2021,4,96009042,166017119003.70593,6596196.0,1729.1821222807944,14.555213641316904
Jharkhand,2022,1,110911210,194700207087.1672,7025275.0,1755.4601296583746,15.7874545836284
Jharkhand,2022,2,132925275,225636227828.13782,,1697.466699453041,
Jharkhand,2022,3,146815332,229412884063.95786,,1562.594866208918,
Jharkhand,2022,4,175300092,277971737448.5814,,1585.690767627101,
Jharkhand,2023,1,240458103,367371336021.0,,1527.797697135621,
Jharkhand,2023,2,289233893,422214727508.0,,1459.7691962331676,
Jharkhand,2023,3,318237426,418384424020.0,,1314.6927100271355,
Jharkhand,2023,4,374538362,498720104925.0,,1331.5594756752848,
Jharkhand,2024,1,426759095,559720237073.0,,1311.560183791748,
Jharkhand,2024,2,499685871,620115922491.0,,1241.011520397782,
Jharkhand,2024,3,522575883,609909540592.0,,1167.1214849997202,
Jharkhand,2024,4,586904686,704010501034.0,,1199.5312319486234,
Karnataka,2018,1,12016899,19217895314.013508,3717763.0,1599.2391476381308,3.2322929137763756
Karnataka,2018,2,17116447,33515580081.30099,5030665.0,1958.0921251531342,3.402422343765685
Karnataka,2018,3,25980261,48225091755.80808,6372649.0,1856.220449664,4.0768385329240635
Karnataka,2018,4,44812071,73008386576.06796,8315802.0,1629.2125078545905,5.3887852308171835
Karnataka,2019,1,86587609,117976382145.7573,10266174.0,1362.5088336341207,8.434262754556858
Karnataka,2019,2,115401604,163702024226.0843,11968087.0,1418.5420180648814,9.642443608573366
Karnataka,2019,3,170733735,214536720438.18845,13635075.0,1256.557296296414,12.52165719660508
Karnataka,2019,4,237796252,295047143447.2323,15385416.0,1240.7560714928018,15.455952052255201
Karnataka,2020,1,271033890,353402054999.39777,17016980.0,1303.903563496793,15.9272614764782
Karnataka,2020,2,213221712,321104877020.13794,18655366.0,1505.9670706524387,11.429511058641252
Karnataka,2020,3,300360531,470740515696.6817,20487550.0,1567.2515763953077,14.66063687458969
Karnataka,2020,4,431536984,658036698565.0183,22400182.0,1524.8674458108978,19.264887401361293
Karnataka,2021,1,523797492,754995357412.3932,24095832.0,1441.3878816594126,21.7380952855249
Karnataka,2021,2,530649046,837887151230.0494,25751023.0,1578.9855037825687,20.606911267175676
Karnataka,2021,3,753296539,1133234739157.5894,27614221.0,1504.3673779013463,27.279297105647125
Karnataka,2021,4,931725438,1375471324349.8733,29459646.0,1476.262499929591,31.62717698644444
Karnataka,2022,1,1057855407,1566649488305.8818,31200349.0,1480.967510246778,33.90524275866273
Karnataka,2022,2,1277448960,1867146114059.2336,,1461.6209120865649,
Karnataka,2022,3,1189761328,1665918232611.024,,1400.2121210406528,
Karnataka,2022,4,1378910371,1904516622907.6436,,1381.1750661694339,
Karnataka,2023,1,1844697189,2470227226317.0,,1339.0963248857643,
Karnataka,2023,2,2067867526,2777599098830.0,,1343.2190717762642,
Karnataka,2023,3,2369262302,2985880895587.0,,1260.2576308526434,
Karnataka,2023,4,2564434164,3241376424383.0,,1263.9733434712577,
Karnataka,2024,1,2796439155,3485248654506.0,,1246.3166410305823,
Karnataka,2024,2,3042012848,3785034703438.0,,1244.2533587346636,
Karnataka,2024,3,3261134095,3907202566484.0,,1198.111593287304,
Karnataka,2024,4,3455056424,4151819803822.0,,1201.6648338886866,
Kerala,2018,1,1771380,2402674753.1005054,784184.0,1356.3858421685384,2.258883119267927
Kerala,2018,2,2308165,3886923343.442624,1066587.0,1683.9885118449608,2.1640663162029914
Kerala,2018,3,3134348,5323025223.875456,1347598.0,1698.287881203828,2.325877598512316
Kerala,2018,4,4310654,7747361236.812409,1757326.0,1797.2588931545909,2.4529620571254283
Kerala,2019,1,6469039,10235031134.849678,2136624.0,1582.1563504022279,3.027691816622859
Kerala,2019,2,7283826,13031371561.185545,2550167.0,1789.0833143440748,2.8562152988412133
Kerala,2019,3,9286096,16429809722.064486,2990963.0,1769.2913924284744,3.104717778187159
Kerala,2019,4,12498637,21151326637.80475,3503938.0,1692.2906583977715,3.5670257293365353
Kerala,2020,1,15733522,26451084830.934254,4078316.0,1681.1928588484036,3.8578476998839717
Kerala,2020,2,16287967,25894078478.600193,4728844.0,1589.7673711274215,3.4443866196474233
Kerala,2020,3,21758680,40164150651.95419,5582300.0,1845.8909571699292,3.897798398509575
Kerala,2020,4,33288187,56755256647.01138,6387169.0,1704.966889515833,5.211727918894897
Kerala,2021,1,42316342,69260970161.8946,6936943.0,1636.7428489422505,6.100142670914263
Kerala,2021,2,47191033,74226806436.15651,7416083.0,1572.90064907366,6.363336683259883
Kerala,2021,3,63028266,101686161773.12961,7949425.0,1613.3422070207296,7.9286572299254345
Kerala,2021,4,81823741,123342136943.36371,8473810.0,1507.4125851000103,9.65607454025993
Kerala,2022,1,95280965,139988942464.6941,8972299.0,1469.2225510593232,10.619459404997537
Kerala,2022,2,106365322,154696329549.12445,,1454.3868870074446,
Kerala,2022,3,119362904,162260419315.4295,,1359.387329546117,
Kerala,2022,4,132960468,173559808599.70966,,1305.3489598104427,
Kerala,2023,1,147621565,193637089677.0,,1311.7127546845882,
Kerala,2023,2,156170617,207796670985.0,,1330.5746943741665,
Kerala,2023,3,170658651,220332613329.0,,1291.0720437430389,
Kerala,2023,4,179843093,224985321465.0,,1251.0089640473432,
Kerala,2024,1,181463966,227077974738.0,,1251.3667575082097,
Kerala,2024,2,194872467,242003822595.0,,1241.8574379468394,
Kerala,2024,3,214695458,258302031309.0,,1203.1089698646535,
Kerala,2024,4,233112441,273639970566.0,,1173.8539967757447,
Ladakh,2018,1,6089,12532857.771114778,8784.0,2058.278497473276,0.6931921675774135
Ladakh,2018,2,15010,47334902.53774148,12918.0,3153.557797317887,1.1619445734633844
Ladakh,2018,3,24864,84090977.14484604,17749.0,3382.0373690816455,1.4008676545157475
Ladakh,2018,4,35211,135522842.49263746,23883.0,3848.8779782635384,1.474312272327597
Ladakh,2019,1,46145,152859920.94912717,29649.0,3312.5998688726227,1.556376269014132
Ladakh,2019,2,68772,259255506.997425,35516.0,3769.7828621739222,1.9363667079626083
Ladakh,2019,3,92396,331129527.19382226,39173.0,3583.8080349130078,2.3586654072958417
Ladakh,2019,4,84706,324689360.0281116,43108.0,3833.132954313881,1.9649716989885868
Ladakh,2020,1,116419,377639677.4457435,47790.0,3243.797639953474,2.4360535676919857
Ladakh,2020,2,155010,523792998.6520243,53034.0,3379.091662809008,2.922841950446883
Ladakh,2020,3,228222,835487500.0581932,58401.0,3660.8543438327297,3.907844043766374
Ladakh,2020,4,332134,1111963470.5079603,64853.0,3347.9362862819235,5.12133594436649
Ladakh,2021,1,275415,983419813.2468792,69919.0,3570.683562067713,3.9390580528897723
Ladakh,2021,2,399716,1427259095.4703197,75048.0,3570.682923551521,5.3261379383861
Ladakh,2021,3,590987,2213984743.9345884,81210.0,3746.249484226537,7.277268809259944
Ladakh,2021,4,630187,2153535138.780267,87057.0,3417.29540403129,7.238786082681462
Ladakh,2022,1,630015,2025040918.8422089,92492.0,3214.2741344923675,6.811562081044847
Ladakh,2022,2,1118073,3543318177.99627,,3169.1295452052505,
Ladakh,2022,3,1190858,3605199350.3739047,,3027.3965077061284,
Ladakh,2022,4,1083372,2894477572.678949,,2671.730091491149,
Ladakh,2023,1,1567246,3849021298.0,,2455.9139394836548,
Ladakh,2023,2,2943815,7191103886.0,,2442.7838998034863,
Ladakh,2023,3,3621366,8250572243.0,,2278.303889471542,
Ladakh,2023,4,3150218,6942986945.0,,2203.97031094356,
Ladakh,2024,1,2987101,6085390661.0,,2037.2229332051377,
Ladakh,2024,2,5327359,10125723348.0,,1900.7022706748317,
Ladakh,2024,3,6913885,12652871712.0,,1830.06684548557,
Ladakh,2024,4,5711284,10854417654.0,,1900.5214333589433,
Lakshadweep,2018,1,778,1928611.1808777403,501.0,2478.93467979144,1.5528942115768463
Lakshadweep,2018,2,2132,6187809.5394005375,686.0,2902.349690150346,3.107871720116618
Lakshadweep,2018,3,1703,4339032.311985849,918.0,2547.8756969969754,1.855119825708061
Lakshadweep,2018,4,1642,4463213.698222831,1156.0,2718.1569416704206,1.4204152249134947
Lakshadweep,2019,1,2481,8786130.479338994,1416.0,3541.3665777263177,1.7521186440677967
Lakshadweep,2019,2,2926,9242524.136988888,1747.0,3158.7573947330443,1.6748712077847738
Lakshadweep,2019,3,3104,9651761.46376847,2117.0,3109.459234461491,1.466225791213982
Lakshadweep,2019,4,3765,11269913.404923853,2427.0,2993.336893738075,1.5512978986402968
Lakshadweep,2020,1,5151,13502368.574504208,2772.0,2621.3101484186,1.8582251082251082
Lakshadweep,2020,2,7220,16942922.0859444,3187.0,2346.665108856565,2.265453404455601
Lakshadweep,2020,3,8589,21306833.308656834,3644.0,2480.7117602348158,2.357025246981339
Lakshadweep,2020,4,11650,30111317.917080387,4179.0,2584.662482152823,2.7877482651351997
Lakshadweep,2021,1,9085,27042782.914081153,4577.0,2976.6409371580794,1.984924623115578
Lakshadweep,2021,2,11384,27383463.65795153,4896.0,2405.4342636991855,2.3251633986928106
Lakshadweep,2021,3,13370,38803163.69876814,5287.0,2902.256073206293,2.5288443351617174
Lakshadweep,2021,4,15470,50998185.52838101,5638.0,3296.586007005883,2.743880808797446
Lakshadweep,2022,1,16397,54939432.65393007,5990.0,3350.5783163950764,2.737395659432387
Lakshadweep,2022,2,17569,55929601.989905685,,3183.4254647336606,
Lakshadweep,2022,3,15241,47580009.61750026,,3121.843029820895,
Lakshadweep,2022,4,17147,54813873.61493625,,3196.70342421043,
Lakshadweep,2023,1,29520,85321961.0,,2890.31033197832,
Lakshadweep,2023,2,34918,97987438.0,,2806.21564808981,
Lakshadweep,2023,3,43757,94527061.0,,2160.2728934799,
Lakshadweep,2023,4,63479,119831383.0,,1887.7326832495787,
Lakshadweep,2024,1,81176,130052381.0,,1602.1038361091948,
Lakshadweep,2024,2,109085,146212841.0,,1340.3569785030022,
Lakshadweep,2024,3,157478,192408087.0,,1221.8093130469017,
Lakshadweep,2024,4,197777,247756681.0,,1252.7072460397317,
Madhya Pradesh,2018,1,8025395,8681603403.44592,2553603.0,1081.7664929197779,3.1427731718673577
Madhya Pradesh,2018,2,10561412,15924081066.679314,3441662.0,1507.7606163531273,3.068695298957306
Madhya Pradesh,2018,3,17126985,24149742204.6724,4309309.0,1410.0404831715798,3.9744156197664173
Madhya Pradesh,2018,4,21397555,33905608072.967323,5365442.0,1584.5552481564985,3.988032113663702
Madhya Pradesh,2019,1,37301049,48070279522.047844,6414403.0,1288.7111974263203,5.815201975928235
Madhya Pradesh,2019,2,40846013,68334566380.55788,7301172.0,1672.980086956293,5.59444606975428
Madhya Pradesh,2019,3,53610411,77676321491.2433,8180664.0,1448.9036745352187,6.553308019984686
Madhya Pradesh,2019,4,68131989,104687926790.85823,9165241.0,1536.5458770161288,7.43373676698736
Madhya Pradesh,2020,1,79366746,126737281436.19423,10151371.0,1596.8562127543219,7.8183277904038775
Madhya Pradesh,2020,2,76340573,147922015289.06244,11374423.0,1937.6592220373095,6.711599612569358
Madhya Pradesh,2020,3,108579881,205701679984.53812,12564224.0,1894.4732494644943,8.641988633758837
Madhya Pradesh,2020,4,153652541,284275139772.3714,13737947.0,1850.116749923266,11.184534414057646
Madhya Pradesh,2021,1,201998498,343533954382.2885,14839427.0,1700.675786125343,13.612284220947345
Madhya Pradesh,2021,2,223314680,425500768035.6248,15940935.0,1905.3864619899812,14.008882164063778
Madhya Pradesh,2021,3,311443334,504412603851.5364,17210233.0,1619.5967252634675,18.09640427296946
Madhya Pradesh,2021,4,404308084,656887492404.5061,18456243.0,1624.7201537639949,21.906304766360087
Madhya Pradesh,2022,1,472703058,747665139599.6476,19656147.0,1581.6803529112087,24.048612273809308
Madhya Pradesh,2022,2,544899829,867024737328.5857,,1591.1635335245915,
Madhya Pradesh,2022,3,731259559,1032908494249.664,,1412.5059721095063,
Madhya Pradesh,2022,4,898828268,1302999857548.3237,,1449.6649737637354,
Madhya Pradesh,2023,1,734566970,1062026599901.0,,1445.7859436573904,
Madhya Pradesh,2023,2,848037060,1202440949508.0,,1417.9108510988895,
Madhya Pradesh,2023,3,978812593,1237821998249.0,,1264.6159306708062,
Madhya Pradesh,2023,4,1102294613,1426502880687.0,,1294.1212484062098,
Madhya Pradesh,2024,1,1286156614,1625420229864.0,,1263.7809518460401,
Madhya Pradesh,2024,2,1435472057,1779679946627.0,,1239.7872448637988,
Madhya Pradesh,2024,3,1537738457,1761082466531.0,,1145.2418703026558,
Madhya Pradesh,2024,4,1685401835,2003305068845.0,,1188.6216255632592,
Maharashtra,2018,1,16387034,21711613257.725384,6106994.0,1324.926356882239,2.683322433262584
Maharashtra,2018,2,22285740,36357057241.12072,8222371.0,1631.4045322758284,2.710378794632351
Maharashtra,2018,3,31538538,52260817733.24703,10435033.0,1657.0463010443614,3.0223707006963947
Maharashtra,2018,4,46090223,79518937047.83362,13381602.0,1725.28861593561,3.4442978501378234
Maharashtra,2019,1,75079069,111420690920.34102,16284451.0,1484.0446532487106,4.610475907354814
Maharashtra,2019,2,101149853,153294470088.05832,18776975.0,1515.5184663299344,5.3869088604527615
Maharashtra,2019,3,148735581,199617506744.9509,21313081.0,1342.0965272926248,6.9786053457029515
Maharashtra,2019,4,201260620,272994428799.5504,23745297.0,1356.4224774799482,8.475809757191076
Maharashtra,2020,1,238944081,319995196718.0955,26168390.0,1339.2053713106855,9.13101956215113
Maharashtra,2020,2,184790761,296359517159.4149,28765086.0,1603.7572200885893,6.424133791917049
Maharashtra,2020,3,268310924,440307079012.445,31409513.0,1641.0329942900312,8.542345881007451
Maharashtra,2020,4,407621004,622155530832.2942,34432631.0,1526.3088131550114,11.838218345847578
Maharashtra,2021,1,517860240,769887352153.2501,37077537.0,1486.6701335349671,13.96695363017236
Maharashtra,2021,2,573616486,915115055623.7017,39664697.0,1595.3430174315138,14.461637914440642
Maharashtra,2021,3,792874060,1159257305167.4438,42581217.0,1462.0951342101466,18.62027710480891
Maharashtra,2021,4,1010731502,1475358473128.5007,45482506.0,1459.693766553346,22.222423320298137
Maharashtra,2022,1,1169506438,1681399273981.1345,48227630.0,1437.6998871904752,24.24971822169159
Maharashtra,2022,2,1407533113,2006272382175.8887,,1425.3820131447867,
Maharashtra,2022,3,1486389417,1947579187374.547,,1310.27519780474,
Maharashtra,2022,4,1688775272,2210470839617.1304,,1308.919473340755,
Maharashtra,2023,1,1848268499,2362285906059.0,,1278.1075408346285,
Maharashtra,2023,2,2063717848,2606004606468.0,,1262.771753897241,
Maharashtra,2023,3,2290678587,2752172184241.0,,1201.465888693445,
Maharashtra,2023,4,2572162725,3098014934958.0,,1204.4397132603654,
Maharashtra,2024,1,2835770481,3372898894856.0,,1189.4118079918048,
Maharashtra,2024,2,3063494802,3573189333587.0,,1166.376822723592,
Maharashtra,2024,3,3287403995,3687268662139.0,,1121.6353900363865,
Maharashtra,2024,4,3634231839,4151028450887.0,,1142.2024336315326,
Manipur,2018,1,84069,128046173.93020904,29925.0,1523.1080889532293,2.8093233082706766
Manipur,2018,2,151721,253209721.31949422,46055.0,1668.9167703844175,3.2943437194658562
Manipur,2018,3,189258,383331244.7941224,61935.0,2025.4427543042957,3.055751998062485
Manipur,2018,4,236110,605683559.3060118,82589.0,2565.2600876964625,2.8588552954994007
Manipur,2019,1,265409,659898060.4240792,99527.0,2486.3439462266883,2.666703507590905
Manipur,2019,2,257425,722789942.1495003,117747.0,2807.7690284529485,2.1862552761429166
Manipur,2019,3,345008,863552002.5629344,136316.0,2502.9912424144786,2.5309428093547344
Manipur,2019,4,449344,1200897682.0886364,155358.0,2672.557510701459,2.8923132378120213
Manipur,2020,1,818801,2598590380.8769436,177374.0,3173.653159775017,4.616240260692097
Manipur,2020,2,1083068,3198936212.805511,215496.0,2953.587598198369,5.025930875747114
Manipur,2020,3,1420168,4615976120.870506,258563.0,3250.3028661894273,5.4925414695838155
Manipur,2020,4,1627852,5602224558.458755,288772.0,3441.4827382702815,5.637153186597039
Manipur,2021,1,2303535,7070287514.479243,312668.0,3069.3206374026195,7.367351311934704
Manipur,2021,2,3086275,7889827962.396641,335409.0,2556.424156109433,9.201527090805554
Manipur,2021,3,3941396,10406861028.904854,361749.0,2640.3997540223954,10.895388791675996
Manipur,2021,4,4687439,12658472038.211836,387746.0,2700.509177444621,12.088942245696925
Manipur,2022,1,5313679,14144501078.373816,411900.0,2661.903565942507,12.900410293760622
Manipur,2022,2,6105632,14922910635.149307,,2444.1221867202785,
Manipur,2022,3,6352742,15381430267.299725,,2421.226970542755,
Manipur,2022,4,6428670,15625956698.341482,,2430.6671050686195,
Manipur,2023,1,3258383,8585564092.0,,2634.915567629711,
Manipur,2023,2,1606271,4463876653.0,,2779.030844110365,
Manipur,2023,3,865478,3608286601.0,,4169.125732832031,
Manipur,2023,4,2113200,6800325298.0,,3218.0225714556123,
Manipur,2024,1,3845564,9242973323.0,,2403.541671130685,
Manipur,2024,2,5063324,10898000793.0,,2152.3411879231903,
Manipur,2024,3,5700096,11671516831.0,,2047.6000458588767,
Manipur,2024,4,5750423,12061708556.0,,2097.53413896682,
Meghalaya,2018,1,49571,66250259.78990051,18513.0,1336.472126644621,2.6776319343164263
Meghalaya,2018,2,67857,117004667.84183167,26618.0,1724.2829456331945,2.5492899541663534
Meghalaya,2018,3,110290,209853661.5343942,37281.0,1902.7442336965655,2.958343392076393
Meghalaya,2018,4,161132,337585679.00467384,49634.0,2095.0877479623778,3.24640367490027
Meghalaya,2019,1,208741,399037162.153435,61487.0,1911.6376857130847,3.3948802185827898
Meghalaya,2019,2,232286,492931289.10727894,74746.0,2122.0878103169325,3.1076713135151044
Meghalaya,2019,3,306550,612218602.1535331,87395.0,1997.1247827549603,3.507637736712627
Meghalaya,2019,4,365981,742436471.790219,100030.0,2028.6202611343729,3.658712386284115
Meghalaya,2020,1,502283,1120134840.907814,113814.0,2230.087104098315,4.413191698736535
Meghalaya,2020,2,635395,1153735154.338397,136211.0,1815.7762562475264,4.664784782433137
Meghalaya,2020,3,597579,1237059001.3830347,157741.0,2070.1179281451236,3.7883555955648816
Meghalaya,2020,4,754008,1804242572.1989706,176447.0,2392.8692695554564,4.2732831955204675
Meghalaya,2021,1,747646,2055515277.989836,190869.0,2749.316224509776,3.9170635357234542
Meghalaya,2021,2,909594,2193617254.8905993,205686.0,2411.6443763817697,4.42224555876433
Meghalaya,2021,3,1097731,2769000451.527971,223065.0,2522.4763184495755,4.921126129155179
Meghalaya,2021,4,1440193,3848765400.1861544,240268.0,2672.3955748890285,5.994110743003646
Meghalaya,2022,1,1674750,4662338331.331894,255839.0,2783.901078568081,6.546109076411337
Meghalaya,2022,2,2044649,5281491421.884796,,2583.079747127647,
Meghalaya,2022,3,4359165,9603300797.121548,,2203.0138334111116,
Meghalaya,2022,4,3932448,8996541156.348654,,2287.771168582179,
Meghalaya,2023,1,4164705,10084840615.0,,2421.501790643035,
Meghalaya,2023,2,5077212,11084506486.0,,2183.1876403821625,
Meghalaya,2023,3,6029842,11406633080.0,,1891.6968437978971,
Meghalaya,2023,4,7268384,13873058692.0,,1908.6854370930319,
Meghalaya,2024,1,8531262,15629304658.0,,1832.0038299140267,
Meghalaya,2024,2,11089661,16794614094.0,,1514.4389079161213,
Meghalaya,2024,3,12110124,16292956696.0,,1345.3996586657577,
Meghalaya,2024,4,14166380,19674927433.0,,1388.8465107529235,
Mizoram,2018,1,18561,45227219.97579083,7593.0,2436.6801344642436,2.4444883445278545
Mizoram,2018,2,27051,83508405.55773434,10422.0,3087.072772087329,2.595567069660334
